phonosyll	Error	ortho	phon	lemme	cgram	genre	nombre	freqlemfilms2	freqlemlivres	freqfilms2	freqlivres	infover	nbhomogr	nbhomoph	islem	nblettres	nbphons	cvcv	p_cvcv	voisorth	voisphon	puorth	puphon	syll	nbsyll	cv-cv	orthrenv	phonrenv	orthosyll	cgramortho	deflem	defobs	old20	pld20	morphoder	nbmorph
re-pré-sen-te	EndingE	représente	R°pRez@t	représenter	VER			48.78	85.54	23.52	17.64	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	1	3	0	10	8	CVCCVCVCCV	CVCCVCVC	2	0	0	0	R°-pRe-z@t	3	CV-CCV-CVC	etnesérper	t@zeRp°R	re-pré-sen-te	VER	100	28	1.95	1.9	représenter	1
re-ve-nai		revenaient	R°v°nE	revenir	VER			618.62	490.54	1.27	17.64	ind:imp:3p;	1	3	0	10	6	CVCVCVVVCC	CVCVCV	2	6	0	0	R°-v°-nE	3	CV-CV-CV	tneianever	En°v°R	re-ve-naient	VER	100	27	1.85		revenir	1
se-cou		secoue	s°ku	secouer	VER			19	116.35	4.77	17.64	imp:pre:2s;ind:pre:1s;ind:pre:3s;	1	3	0	6	4	CVCVVV	CVCV	2	2	0	0	s°-ku	2	CV-CV	euoces	uk°s	se-coue	VER	95	20	1.7	1.75	secouer	1
soi-gner		soigner	swaNe	soigner	VER			48.04	42.84	22.82	17.64	inf;;	2	12	1	7	5	CVVCCVC	CYVCV	4	9	7	5	swa-Ne	2	CYV-CV	rengios	eNaws	soi-gner	VER	100	24	1.6	1.45	soigner	1
té-moin		témoins	temw5	témoin	NOM	m	p	74.78	46.01	25.43	17.64		1	2	0	7	5	CVCVVCC	CVCYV	0	0	0	5	te-mw5	2	CV-CYV	sniomét	5wmet	té-moins	NOM	100	29	2.3	2.55	témoin	1
é-cha-pé		échappé	eSape	échapper	VER	m	s	95.07	132.64	19.84	17.64	par:pas;	3	14	0	7	5	VCCVCCV	VCVCV	3	4	7	5	e-Sa-pe	3	V-CV-CV	éppahcé	epaSe	é-chap-pé	VER,ADJ,NOM	95	20	1.7	1.5	échapper	1
a-ra-be	EndingE	arabe	aRab	arabe	NOM		s	13.62	32.64	6.71	17.57		2	4	1	5	4	VCVCV	VCVC	1	4	5	4	a-Rab	2	V-CVC	ebara	baRa	a-ra-be	ADJ,NOM	100	21	1.7	1.55	arabe	1
au-rion		aurions	oRj§	avoir	AUX			18559.22	12800.81	10.35	17.57	cnd:pre:1p;	2	4	0	7	4	VVCVVCC	VCYV	0	6	0	4	o-Rj§	2	V-CYV	snoirua	§jRo	au-rions	AUX,VER			1.9	1.45	avoir	1
con-ser-ver		conserver	k§sERve	conserver	VER			15.08	55.14	5.39	17.57	inf;	1	10	1	9	7	CVCCVCCVC	CVCVCCV	2	6	9	7	k§-sER-ve	3	CV-CVC-CV	revresnoc	evREs§k	con-ser-ver	VER	100	22	1.8	1.55	conserver	1
cré-di		crédit	kRedi	crédit	NOM	m	s	28.21	20.27	25.82	17.57		1	2	1	6	5	CCVCVC	CCVCV	3	4	6	5	kRe-di	2	CCV-CV	tidérc	ideRk	cré-dit	NOM	100	21	1.7	1.75	crédit	1
fu		fus	fy	être	VER			32236.5	15085.47	3.36	17.57	ind:pas:1s;ind:pas:2s;	2	8	0	3	2	CVC	CV	17	24	0	2	fy	1	CV	suf	yf	fus	AUX,VER	100	19	1	1	être	1
ga-fe	EndingE	gaffe	gaf	gaffe	NOM	f	s	34.68	20.47	33.92	17.57		2	5	1	5	3	CVCCV	CVC	5	21	5	3	gaf	1	CVC	effag	fag	gaf-fe	NOM,VER	100	20	1.55	1	gaffe	1
pa-sa-ge	EndingE	passages	pasaZ	passage	NOM	m	p	44.73	154.39	4.53	17.57		1	2	0	8	5	CVCCVCVC	CVCVC	5	12	0	5	pa-saZ	2	CV-CVC	segassap	Zasap	pas-sa-ges	NOM	94	17	1.65	1.3	passer-age	2
ra-su-rer		rassurer	RasyRe	rassurer	VER			29.25	68.04	6.06	17.57	inf;	1	6	1	8	6	CVCCVCVC	CVCVCV	2	5	8	6	Ra-sy-Re	3	CV-CV-CV	rerussar	eRysaR	ras-su-rer	VER	100	20	1.7	1.55	rassurer	1
ren-trai		rentrait	R@tRE	rentrer	VER			532.51	279.93	6.21	17.57	ind:imp:3s;ind:pre:3s;	2	6	0	8	5	CVCCCVVC	CVCCV	4	7	0	0	R@-tRE	2	CV-CCV	tiartner	ERt@R	ren-trait	VER	95	24	1.65	1.2	rentrer	1
ré-vei-le	EndingE	réveille	RevEj	réveiller	VER			175.94	125.41	59.67	17.57	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	1	5	0	8	5	CVCVVCCV	CVCVY	2	2	0	5	Re-vEj	2	CV-CVY	ellievér	jEveR	ré-veil-le	VER	100	24	1.65	1.6	réveiller	1
sur-sau		sursaut	syRso	sursaut	NOM	m	s	0.77	21.28	0.71	17.57		1	2	1	7	5	CVCCVVC	CVCCV	0	3	7	5	syR-so	2	CVC-CV	tuasrus	osRys	sur-saut	NOM	100	30	2.15	1.75	sur-sauter	2
tel		tel	tEl	tel	PRO:ind	m	s	9.39	17.57	9.39	17.57		2	10	1	3	3	CVC	CVC	11	21	3	3	tEl	1	CVC	let	lEt	tel	ADJ:ind,PRO:ind			1.3	1	tel-:ind	2
créa-tion		création	kReasj§	création	NOM	f	s	11.15	18.72	9.74	17.5		1	2	1	8	7	CCVVCVVC	CCVVCYV	0	0	8	7	kRe-a-sj§	3	CCV-V-CYV	noitaérc	§jsaeRk	créa-tion	NOM	100	22	2	1.95	créer-ion	2
den-te-le	EndingE	dentelle	d@tEl	dentelle	NOM	f	s	3.78	25.07	3.04	17.5		1	2	1	8	5	CVCCVCCV	CVCVC	1	4	8	5	d@-tEl	2	CV-CVC	elletned	lEt@d	den-tel-le	NOM	96	27	2.2	1.75	dentelle	1
de-sou		dessous	d°su	dessous	ADV			11.01	17.5	11.01	17.5		2	2	1	7	4	CVCCVVC	CVCV	1	4	7	4	d°-su	2	CV-CV	suossed	us°d	des-sous	ADV,NOM			2.15	1.75	dessous	1
exer-ci-ce	EndingE	exercice	EgzERsis	exercice	NOM	m	s	22.66	27.36	17.54	17.5		1	2	1	8	8	VCVCCVCV	VCCVCCVC	0	1	6	7	Eg-zER-sis	3	VC-CVC-CVC	ecicrexe	sisREzgE	exer-ci-ce	NOM	96	33	2.7	2.4	exercice	1
fixai		fixait	fiksE	fixer	VER			32.73	140.95	0.95	17.5	ind:imp:3s;	1	4	0	6	5	CVCVVC	CVCCV	4	5	0	0	fik-sE	2	CVC-CV	tiaxif	Eskif	fixait	VER	100	19	1.7	1.6	fixer	1
gla-cé		glacé	glase	glacé	ADJ	m	s	11.42	40.27	5.28	17.5		2	10	1	5	5	CCVCV	CCVCV	3	11	5	5	gla-se	2	CCV-CV	écalg	esalg	gla-cé	VER,ADJ	96	25	1.7	1.25	glacé	1
i-vre-se	EndingE	ivresse	ivREs	ivresse	NOM	f	s	3.56	18.11	3.29	17.5		1	2	1	7	5	VCCVCCV	VCCVC	0	0	5	5	i-vREs	2	V-CCVC	esservi	sERvi	i-vres-se	NOM	95	22	2.25	1.95	ivresse	1
pla-te	EndingE	plate	plat	plat	ADJ	f	s	14.66	61.76	3.09	17.5		2	4	0	5	4	CCVCV	CCVC	5	8	5	4	plat	1	CCVC	etalp	talp	pla-te	ADJ,NOM	96	29	1.5	1.25	plat	1
re-co-nai-sai		reconnaissait	R°konEsE	reconnaître	VER			140.73	229.19	0.65	17.5	ind:imp:3s;	1	3	0	13	8	CVCVCCVVCCVVC	CVCVCVCV	2	3	0	0	R°-ko-nE-sE	4	CV-CV-CV-CV	tiassiannocer	EsEnok°R	re-con-nais-sait	VER	100	18	2.55	1.95	reconnaître	1
ro-cher		rocher	RoSe	rocher	NOM	m	s	16.97	39.53	10.37	17.5		2	3	1	6	4	CVCCVC	CVCV	8	16	6	4	Ro-Se	2	CV-CV	rehcor	eSoR	ro-cher	NOM,VER	97	34	1.4	1	rocher	1
ré-e-le	EndingE	réelle	ReEl	réel	ADJ	f	s	38.7	40.95	8.88	17.5		1	6	0	6	4	CVVCCV	CVVC	1	4	0	4	Re-El	2	CV-VC	elleér	lEeR	ré-el-le	ADJ	100	20	1.9	1.65	réel	1
sou-lè-ve	EndingE	soulève	sulEv	soulever	VER			24.26	113.38	7.72	17.5	imp:pre:2s;ind:pre:1s;ind:pre:3s;	1	3	0	7	5	CVVCVCV	CVCVC	0	1	0	0	su-lEv	2	CV-CVC	evèluos	vElus	sou-lè-ve	VER	100	19	2.35	1.9	soulever	1
sui-ci-de	EndingE	suicide	s8isid	suicide	NOM	m	s	27.33	18.92	25.34	17.5		2	5	1	7	6	CVVCVCV	CYVCVC	2	0	7	6	s8i-sid	2	CYV-CVC	edicius	disi8s	sui-ci-de	NOM,VER	100	17	1.8	1.85	suicider	1
a-ti-rer		attirer	atiRe	attirer	VER			54.91	75.27	17.09	17.43	ind:pre:2p;inf;	1	6	1	7	5	VCCVCVC	VCVCV	4	10	6	5	a-ti-Re	3	V-CV-CV	reritta	eRita	at-ti-rer	VER	96	31	1.7	1.2	attirer	1
ble-sé		blessé	blese	blesser	VER	m	s	103.74	43.31	49.12	17.43	par:pas;par:pas;par:pas;par:pas;	3	13	0	6	5	CCVCCV	CCVCV	2	2	6	5	ble-se	2	CCV-CV	ésselb	eselb	bles-sé	VER,ADJ,NOM	100	34	1.8	1.8	blesser	1
cha-seur		chasseurs	Sas9R	chasseur	NOM	m	p	34.92	41.55	12.88	17.43		1	2	0	9	5	CCVCCVVCC	CVCVC	1	7	0	4	Sa-s9R	2	CV-CVC	sruessahc	R9saS	chas-seurs	NOM	93	15	1.8	1.65	chasser-eur	2
con-trô-le	EndingE	contrôle	k§tRol	contrôle	NOM	m	s	66.28	19.66	63.48	17.43		2	6	1	8	6	CVCCCVCV	CVCCVC	2	0	8	6	k§-tRol	2	CV-CCVC	elôrtnoc	loRt§k	con-trô-le	NOM,VER	94	34	1.8	1.75	contrôler	1
en-tre-te-nir		entretenir	@tR°t°niR	entretenir	VER			13.27	46.42	8.07	17.43	inf;	1	1	1	10	9	VCCCVCVCVC	VCCVCVCVC	0	1	9	8	@-tR°-t°-niR	4	V-CCV-CV-CVC	rinetertne	Rin°t°Rt@	en-tre-te-nir	VER	100	19	2.6		entretenir	1
ex-pli-ca-tion		explications	Eksplikasj§	explication	NOM	f	p	31.74	46.28	7.14	17.43		1	2	0	12	11	VCCCVCVCVVCC	VCCCCVCVCYV	0	0	0	9	Ek-spli-ka-sj§	4	VC-CCCV-CV-CYV	snoitacilpxe	§jsakilpskE	ex-pli-ca-tions	NOM	95	21	2.55	2.8	expliquer-ion	2
fi-dé-li-té		fidélité	fidelite	fidélité	NOM	f	s	10.26	18.31	10.26	17.43		1	2	1	8	8	CVCVCVCV	CVCVCVCV	0	0	7	5	fi-de-li-te	4	CV-CV-CV-CV	étilédif	etiledif	fi-dé-li-té	NOM	100	20	2.75	2.7	fidèle-ité	2
for		forts	fOR	fort	ADJ	m	p	95.28	140.27	17	17.43		2	9	0	5	3	CVCCC	CVC	7	20	0	3	fOR	1	CVC	strof	ROf	forts	ADJ,NOM	100	18	1.4	1	fort	1
in-fi-ni-men		infiniment	5finim@	infiniment	ADV			10.29	17.43	10.29	17.43		1	1	1	10	7	VCCVCVCVCC	VCVCVCV	0	0	7	6	5-fi-ni-m@	4	V-CV-CV-CV	tneminifni	@minif5	in-fi-ni-ment	ADV			2.9	2.55	infiniment	1
in-ven-ter		inventer	5v@te	inventer	VER			53.96	69.73	11.35	17.43	inf;;	1	6	1	8	5	VCCVCCVC	VCVCV	4	8	8	5	5-v@-te	3	V-CV-CV	retnevni	et@v5	in-ven-ter	VER	100	22	1.65	1.4	inventer	1
mou		moue	mu	moue	NOM	f	s	0.78	18.58	0.76	17.43		1	10	1	4	2	CVVV	CV	14	28	4	2	mu	1	CV	euom	um	moue	NOM	96	30	1	1	moue	1
pro-prié-té		propriété	pRopRijete	propriété	NOM	f	s	22.7	20.61	19.18	17.43		1	2	1	9	10	CCVCCVVCV	CCVCCVYVCV	0	0	9	10	pRo-pRi-je-te	4	CCV-CCV-YV-CV	étéirporp	etejiRpoRp	pro-prié-té	NOM	100	17	2.95	3.35	propriété	1
res-pi-rai		respirait	REspiRE	respirer	VER			76.08	102.43	2.4	17.43	ind:imp:3s;	1	4	0	9	7	CVCCVCVVC	CVCCVCV	2	4	0	0	REs-pi-RE	3	CVC-CV-CV	tiaripser	ERipsER	res-pi-rait	VER	100	18	1.85	1.65	respirer	1
res-pon-sa-ble	EndingE	responsable	REsp§sabl	responsable	ADJ		s	46.01	21.82	40.66	17.43		2	4	1	11	9	CVCCVCCVCCV	CVCCVCVCC	0	0	10	9	REs-p§-sabl	3	CVC-CV-CVCC	elbasnopser	lbas§psER	res-pon-sa-ble	ADJ,NOM	95	20	3.45	3.45	respons-able	2
sor-t		sortent	sORt	sortir	VER			884.26	627.57	18.97	17.43	ind:pre:3p;	1	5	0	7	4	CVCCVCC	CVCC	2	11	0	4	sORt	1	CVCC	tnetros	tROs	sor-tent	VER	100	24	1.9	1.05	sortir	1
sur-pren-dre	EndingE	surprendre	syRpR@dR	surprendre	VER			56.8	116.62	8	17.43	inf;	1	1	1	10	8	CVCCCVCCCV	CVCCCVCC	1	0	8	6	syR-pR@dR	2	CVC-CCVCC	erdnerprus	Rd@RpRys	sur-pren-dre	VER	100	20	2.5	2.45	surprendre	1
tai		tais	tE	taire	VER			154.46	139.8	77.46	17.43	imp:pre:2s;ind:pre:1s;ind:pre:2s;	1	5	0	4	2	CVVC	CV	20	28	0	2	tE	1	CV	siat	Et	tais	VER	95	21	1	1	taire	1
voi		voies	vwa	voie	NOM	f	p	56.06	71.01	9.05	17.43		2	9	0	5	3	CVVVC	CYV	6	18	0	3	vwa	1	CYV	seiov	awv	voies	NOM,VER	96	28	1.4	1	voie	1
ar-ti-le-ri		artillerie	aRtij°Ri	artillerie	NOM	f	s	8.63	17.36	8.63	17.36		1	1	1	10	8	VCCVCCVCVV	VCCVYVCV	0	0	8	6	aR-ti-j°-Ri	4	VC-CV-YV-CV	eirellitra	iR°jitRa	ar-til-le-rie	NOM	100	19	3.3		artillerie	1
ba-riè-re	EndingE	barrière	baRjER	barrière	NOM	f	s	9.13	22.91	7.33	17.36		1	2	1	8	6	CVCCVVCV	CVCYVC	1	6	6	5	ba-RjER	2	CV-CYVC	erèirrab	REjRab	bar-riè-re	NOM	100	20	2.25	1.55	barrière	1
ba-tu		battu	baty	battre	VER	m	s	200.35	182.36	24.13	17.36	par:pas;	3	12	0	5	4	CVCCV	CVCV	3	8	5	4	ba-ty	2	CV-CV	uttab	ytab	bat-tu	VER,ADJ,NOM	96	26	1.7	1.45	battre	1
di-fi-ci-le	EndingE	difficiles	difisil	difficile	ADJ		p	150.58	118.11	15.43	17.36		1	2	0	10	7	CVCCVCVCVC	CVCVCVC	0	0	0	7	di-fi-sil	3	CV-CV-CVC	seliciffid	lisifid	dif-fi-ci-les	ADJ	100	21	3.65	2.75	difficile	1
flan		flancs	fl@	flanc	NOM	m	p	5.57	46.89	1.56	17.36		1	4	0	6	3	CCVCCC	CCV	2	14	0	3	fl@	1	CCV	scnalf	@lf	flancs	NOM	95	22	1.8	1	flanc	1
fon-tai-ne	EndingE	fontaine	f§tEn	fontaine	NOM	f	s	7.72	24.46	6.62	17.36		1	2	1	8	5	CVCCVVCV	CVCVC	0	1	8	5	f§-tEn	2	CV-CVC	eniatnof	nEt§f	fon-tai-ne	NOM	100	25	2.35	1.95	fontaine	1
ours		ours	uRs	ours	NOM	m	s	24.57	17.91	23.96	17.36		1	3	1	4	3	VVCC	VCC	5	4	4	3	uRs	1	VCC	sruo	sRu	ours	NOM	100	32	1.4	1.45	ours	1
pro-ba-ble		probable	pRobabl°	probable	ADJ		s	10.98	18.18	10.61	17.36		1	2	1	8	8	CCVCVCCV	CCVCVCCV	0	0	8	8	pRo-ba-bl°	3	CCV-CV-CCV	elbaborp	°lbaboRp	pro-ba-ble	ADJ	96	32	2.6		prob-able	2
qua-si		quasi	kazi	quasi	ADV			2.69	17.36	2.69	17.36		2	2	1	5	4	CVVCV	CVCV	0	14	5	4	ka-zi	2	CV-CV	isauq	izak	qua-si	ADV,NOM			2.1	1.25	quasi	1
re-pro-che	EndingE	reproche	R°pROS	reproche	NOM	m	s	6.01	30.68	2.89	17.36		2	5	1	8	6	CVCCVCCV	CVCCVC	2	1	8	5	R°-pROS	2	CV-CCVC	ehcorper	SORp°R	re-pro-che	NOM,VER	100	22	1.75	1.95	re-proche	2
train		trains	tR5	train	NOM	m	p	255.28	288.65	10.88	17.36		1	2	0	6	3	CCVVCC	CCV	4	14	0	3	tR5	1	CCV	sniart	5Rt	trains	NOM	100	26	1.65	1	train	1
vint-quatre	EndingE	vingt-quatre	v5tkatR	vingt-quatre	ADJ:num			2.13	17.36	2.13	17.36		1	1	1	12	7	CVCCC-CVVCCV	CVCCVCC	0	0	12	7	v5t-katR	2	CVC-CVCC	ertauq-tgniv	Rtakt5v	vingt-quatre	ADJ:num			5.2	3.15	vingt-quatre-:num	3
é-ta-bli-se-men		établissement	etablis°m@	établissement	NOM	m	s	7.59	22.23	6.11	17.36		1	2	1	13	10	VCVCCVCCVCVCC	VCVCCVCVCV	0	0	7	7	e-ta-bli-s°-m@	5	V-CV-CCV-CV-CV	tnemessilbaté	@m°silbate	é-ta-blis-se-ment	NOM	100	21	2.85		établir-ment	2
a-ten-tif		attentif	at@tif	attentif	ADJ	m	s	6.66	35.74	3.77	17.3		1	2	1	8	6	VCCVCCVC	VCVCVC	0	1	8	6	a-t@-tif	3	V-CV-CVC	fitnetta	fit@ta	at-ten-tif	ADJ	100	15	2.15	1.95	attention-if	2
clou		clous	klu	clou	NOM	m	p	13.83	27.5	6.04	17.3		1	4	0	5	3	CCVVC	CCV	4	7	0	3	klu	1	CCV	suolc	ulk	clous	NOM	100	17	1.6	1.25	clou	1
i-n-uti-le	EndingE	inutiles	inytil	inutile	ADJ		p	72.71	70.34	8.66	17.3		2	4	0	8	6	VCVCVCVC	VCVCVC	0	0	0	6	i-ny-til	3	V-CV-CVC	selituni	lityni	i-n-uti-les	ADJ,NOM	100	17	2.5	2.55	in-utile	2
per-so-ne-le	EndingE	personnelle	pERsonEl	personnel	ADJ	f	s	61.02	50	15.28	17.3		1	6	0	11	8	CVCCVCCVCCV	CVCCVCVC	0	0	0	8	pER-so-nEl	3	CVC-CV-CVC	ellennosrep	lEnosREp	per-son-nel-le	ADJ	100	22	3.1	2.7	personne-el	2
pho-to-gra-phi		photographies	fotogRafi	photographie	NOM	f	p	8.36	41.08	0.94	17.3		2	5	0	13	9	CCVCVCCVCCVVC	CVCVCCVCV	3	0	0	9	fo-to-gRa-fi	4	CV-CV-CCV-CV	seihpargotohp	ifaRgotof	pho-to-gra-phies	NOM,VER	95	20	1.95	2	photographie	1
quo-ti-die-ne	EndingE	quotidienne	kotidjEn	quotidien	ADJ	f	s	10.15	37.43	3.91	17.3		1	2	0	11	8	CVVCVCVVCCV	CVCVCYVC	0	0	0	0	ko-ti-djEn	3	CV-CV-CYVC	enneiditouq	nEjditok	quo-ti-dien-ne	ADJ	100	22	3.3	2.75	quotidien	1
re-bor		rebord	R°bOR	rebord	NOM	m	s	2.69	18.65	2.66	17.3		1	2	1	6	5	CVCVCC	CVCVC	3	7	6	5	R°-bOR	2	CV-CVC	drober	ROb°R	re-bord	NOM	96	27	1.8	1.65	rebord	1
re-non-cé		renoncé	R°n§se	renoncer	VER	m	s	41.65	64.46	6.43	17.3	par:pas;	1	4	0	7	6	CVCVCCV	CVCVCV	1	4	0	6	R°-n§-se	3	CV-CV-CV	écnoner	es§n°R	re-non-cé	VER	100	23	1.85	1.65	renoncer	1
son-ge		songeait	s§ZE	songer	VER			24.59	104.86	0.34	17.3	ind:imp:3s;	1	4	0	8	4	CVCCVVVC	CVCV	5	9	0	0	s§-ZE	2	CV-CV	tiaegnos	EZ§s	son-geait	VER	92	27	1.65	1.4	songer	1
sou-ai-te	EndingE	souhaite	swEt	souhaiter	VER			85.59	82.16	39.98	17.3	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	1	3	0	8	4	CVVCVVCV	CYVC	3	4	0	0	swEt	1	CYVC	etiahuos	tEws	sou-hai-te	VER	100	28	1.65	1.45	souhaiter	1
s-ta-tu		statues	staty	statue	NOM	f	p	19.5	42.84	4.08	17.3		2	6	0	7	5	CCVCVVC	CCVCV	2	1	0	5	sta-ty	2	CCV-CV	seutats	ytats	s-ta-tues	NOM,VER	100	22	1.75	1.8	statue	1
a-dul-te	EndingE	adultes	adylt	adulte	NOM		p	23.34	27.64	13.56	17.23		2	4	0	7	5	VCVCCVC	VCVCC	0	2	0	5	a-dylt	2	V-CVCC	setluda	tlyda	a-dul-tes	ADJ,NOM	100	28	2.4	1.8	adulte	1
a-lé		allés	ale	aller	VER	m	p	9992.77	2854.93	26.37	17.23	par:pas;	1	24	0	5	3	VCCVC	VCV	3	30	0	3	a-le	2	V-CV	sélla	ela	al-lés	VER	100	17	1.6	1	aller	1
ca-té-dra-le	EndingE	cathédrale	katedRal	cathédrale	NOM	f	s	4.67	21.28	3.24	17.23		2	5	1	10	8	CVCCVCCVCV	CVCVCCVC	0	0	10	5	ka-te-dRal	3	CV-CV-CCVC	elardéhtac	laRdetak	ca-thé-dra-le	ADJ,NOM	100	18	3.55	3.1	cathédrale	1
co-mu-ni-ca-tion		communication	komynikasj§	communication	NOM	f	s	18.17	26.82	12.88	17.23		1	2	1	13	11	CVCCVCVCVCVVC	CVCVCVCVCYV	0	0	12	9	ko-my-ni-ka-sj§	5	CV-CV-CV-CV-CYV	noitacinummoc	§jsakinymok	com-mu-ni-ca-tion	NOM	100	23	3.2	2.95	communiquer-ion	2
co-ne-ri		conneries	kOn°Ri	connerie	NOM	f	p	95.42	29.73	75.75	17.23		1	2	0	9	6	CVCCVCVVC	CVCVCV	1	3	0	5	kO-n°-Ri	3	CV-CV-CV	seirennoc	iR°nOk	con-ne-ries	NOM	82	17	2.15		connerie	1
cu-rieu-se	EndingE	curieuse	kyRj2z	curieux	ADJ	f	s	34.36	66.22	7.81	17.23		2	4	0	8	6	CVCVVVCV	CVCYVC	1	1	0	0	ky-Rj2z	2	CV-CYVC	esueiruc	z2jRyk	cu-rieu-se	ADJ,NOM	100	27	1.95	1.95	curieux	1
e-mè-ne	EndingE	emmène	@mEn	emmener	VER			272.71	105.47	77.85	17.23	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	1	3	0	6	4	VCCVCV	VCVC	0	7	0	0	@-mEn	2	V-CVC	enèmme	nEm@	em-mè-ne	VER	100	21	2.05	1.55	emmener	1
en-fon-ce	EndingE	enfonce	@f§s	enfoncer	VER			23.3	104.8	6.51	17.23	imp:pre:2s;ind:pre:1s;ind:pre:3s;	1	3	0	7	4	VCCVCCV	VCVC	3	2	0	0	@-f§s	2	V-CVC	ecnofne	s§f@	en-fon-ce	VER	100	29	1.6	1.55	enfoncer	1
ur-ler		hurler	yRle	hurler	VER			33.17	88.65	10.38	17.23	inf;	1	6	1	6	4	CVCCVC	VCCV	4	5	6	4	yR-le	2	VC-CV	relruh	elRy	hur-ler	VER	100	22	1.65	1.65	hurler	1
mei-leur		meilleurs	mEj9R	meilleur	ADJ	m	p	221.17	86.82	32.64	17.23		2	9	0	9	5	CVVCCVVCC	CVYVC	2	4	0	4	mE-j9R	2	CV-YVC	sruelliem	R9jEm	meil-leurs	ADJ,NOM	96	30	2.2	1.8	meilleur	1
mou-son		mousson	mus§	mousson	NOM	f	s	0.84	17.36	0.73	17.23		1	2	1	7	4	CVVCCVC	CVCV	1	12	6	4	mu-s§	2	CV-CV	nossuom	§sum	mous-son	NOM	85	27	1.9	1.3	mousson	1
mê-ler		mêler	mele	mêler	VER			53.84	112.64	11.24	17.23	inf;;	1	9	1	5	4	CVCVC	CVCV	5	13	5	4	me-le	2	CV-CV	relêm	elem	mê-ler	VER	100	20	1.65	1.25	mêler	1
re-co-men-ce	EndingE	recommence	R°kom@s	recommencer	VER			84.69	83.31	31.98	17.23	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	1	3	0	10	7	CVCVCCVCCV	CVCVCVC	1	1	0	0	R°-ko-m@s	3	CV-CV-CVC	ecnemmocer	s@mok°R	re-com-men-ce	VER	100	16	2.05	1.7	recommencer	1
ren-sei-gne-men		renseignements	R@sEN°m@	renseignement	NOM	m	p	18.98	22.91	13.91	17.23		1	2	0	14	8	CVCCVVCCVCVCCC	CVCVCVCV	0	0	0	4	R@-sE-N°-m@	4	CV-CV-CV-CV	stnemengiesner	@m°NEs@R	ren-sei-gne-ments	NOM	100	17	3.35		re-enseigner-ment	3
re-ve-nan		revenant	R°v°n@	revenir	VER			618.62	490.54	4.49	17.23	par:pre;	3	5	0	8	6	CVCVCVCC	CVCVCV	3	6	6	6	R°-v°-n@	3	CV-CV-CV	tnanever	@n°v°R	re-ve-nant	ADJ,NOM,VER	100	27	1.7		revenir	1
é-lè-ve	EndingE	élève	elEv	élever	VER			52.03	103.85	7.6	17.23	imp:pre:2s;ind:pre:1s;ind:pre:3s;	2	5	0	5	4	VCVCV	VCVC	0	3	3	4	e-lEv	2	V-CVC	evèlé	vEle	é-lè-ve	VER,NOM	100	21	1.9	1.75	élever	1
a-pren		apprend	apR@	apprendre	VER			348.47	286.69	27.11	17.16	ind:pre:3s;	1	2	0	7	4	VCCCVCC	VCCV	0	4	0	0	a-pR@	2	V-CCV	dnerppa	@Rpa	ap-prend	VER	100	24	2.2	1.4	apprendre	1
ba-lon		ballon	bal§	ballon	NOM	m	s	32.92	21.42	27.27	17.16		1	3	1	6	4	CVCCVC	CVCV	6	21	6	4	ba-l§	2	CV-CV	nollab	§lab	bal-lon	NOM	100	26	1.65	1	ballon	1
bi-ble	EndingE	bible	bibl	bible	NOM	f	s	17.79	17.84	17.03	17.16		1	2	1	5	4	CVCCV	CVCC	4	4	5	4	bibl	1	CVCC	elbib	lbib	bi-ble	NOM	88	17	1.7	1.65	bible	1
cli-ma		climat	klima	climat	NOM	m	s	7.21	18.99	6.64	17.16		1	2	1	6	5	CCVCVC	CCVCV	1	2	6	5	kli-ma	2	CCV-CV	tamilc	amilk	cli-mat	NOM	95	21	2.2	1.85	climat	1
dis-po-si-tion		dispositions	dispozisj§	disposition	NOM	f	p	14.99	45.07	3.37	17.16		1	2	0	12	10	CVCCVCVCVVCC	CVCCVCVCYV	0	0	0	8	dis-po-zi-sj§	4	CVC-CV-CV-CYV	snoitisopsid	§jsizopsid	dis-po-si-tions	NOM	100	26	2.65	2.7	disposer-ion	2
gran-de	EndingE	grande	gR@d	grand	NOM	f	s	92.25	127.64	10.24	17.16		2	4	0	6	4	CCVCCV	CCVC	6	5	0	0	gR@d	1	CCVC	ednarg	d@Rg	gran-de	ADJ,NOM	90	20	1.45	1.55	grand	1
gra-vi-té		gravité	gRavite	gravité	NOM	f	s	7.58	17.16	7.58	17.16		2	3	1	7	7	CCVCVCV	CCVCVCV	2	5	7	7	gRa-vi-te	3	CCV-CV-CV	étivarg	etivaRg	gra-vi-té	VER,NOM	96	25	1.85	1.7	grave-ité	2
gri-se	EndingE	grises	gRiz	gris	ADJ	f	p	19.64	154.86	1.34	17.16		2	5	0	6	4	CCVCVC	CCVC	9	13	0	0	gRiz	1	CCVC	sesirg	ziRg	gri-ses	ADJ,VER	100	27	1.45	1	gris	1
